Device Info,Time,Longitude,Latitude,IMEI,EnvT_t,EngDa_tiEngOn,GlbDa_lTotDst,FlSys_dvolFlCons,FBR_qArr_[0],FBR_qArr_[1],FBR_qArr_[2],FBR_qArr_[3],FBR_qArr_[4],FBR_qArr_[5],DIUMPR_rValRatMin_[7],AFS_dm,AirCtl_mActVal_mp,EGRVlv_rAct,Air_tCACDs,Air_pIntkVUs,PCR_pActVal_mp,CEngDsT_t,APP_rFlt_mp,Epm_nEng,VehV_v,InjCtl_qSetUnBal,TCD_tqPahSet_f,CoETS_stCurrLimActive,Rail_pSetPoint,RailP_pFlt,MeUn_iActFlt,PRV_st,CoEOM_stOpModeAct,Exh_tOxiCatUs,Exh_tPFltUs,ETCtl_dmFuOpnLop,ETCtl_st,ETCtl_dmFuStFdbk,ETCtl_tObsvrCor,DPM_rSV,HCIMon_dqAct,ETCtl_tAdpnCatDs,ETCtl_tOutrDes,PFltPOp_stEngPOp,ASMod_dmSotEngNrm2_mp,ASMod_dmSotEngNrm_mp,PFltLd_dmSotSimRgnNO2_mp,PFltLd_dmSotSimRgnThr_mp,PFltLd_dmSotSim,PFltLd_mSotSim,PFltLd_mSot,ASMod_dmEGFld_[0],EGRClg_etaCalc_mp,CAClg_etaCalcB2_mp,Exh_pFltPPFltDiff,Exh_iPPDsIDEFild,ChrSet_facDynDetnBoostP_mp,ChrSet_facPrioLamO2Wght_mp,InjCrv_phiMI1Des,Exh_tAdapTOxiCatUs,Exh_tAdapTPFltUs,HCICtl_stInjOn,ETCtl_tBrickLstMdl_mp,PFlt_tOutrDes,CoHCI_st,HCIMon_pAbsHDVDsP,HCIMon_pAbsHDVUsP,DPM_tFltHDVUsT,HCDosVlv_rPs,HCIMon_stPurgOn,HCIMon_stRgnReq,HCIMon_stSysTst,HCIPOD_tiTotOpHrs,HCIPOD_stDFCEvln,UDC_dmRdcAgAct,SCR_tUCatUsT,SCR_tUCatDsT,ASMod_dmNOxEG,Com_rNOxNoCat2Ds,Com_rNOxNoMCatDs,SCRMod_rNO2NOx,SCRMod_etaEst,SCRFBC_facNOxCtl,SCRAd_stStMAdv,UDC_mRdcAgDosQnt,SCRAd_facQtyAdap,CoSCR_st,CoSCR_stSub,SCR_pUPmpP,SCR_rUTnkLvl,SCR_tUTnkT,UDosVlv_rPs,UPmpMot_rPs,URevVlv_stPs,DFES_numDFC_[3],DFES_numDFC_[4],DFES_numDFC_[5],DFES_numDFC_[6]
RBCD025022,2017-02-23 14:44:05.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.75,0.00,-0.65,5.36,1007.00,1007.00,4.96,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1498.00,2.00,1048577.00,33.96,30.06,0.00,32.00,0.00,0.00,0.00,0.00,26.46,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.96,29.96,0.00,56.26,644.96,1.00,1013.00,1252.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.16,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,21.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:09.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.50,0.00,-0.49,5.36,1007.00,1007.00,4.96,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1493.00,2.00,1048577.00,33.96,29.96,0.00,32.00,0.00,0.00,0.00,0.00,26.36,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.96,30.06,0.00,56.16,644.96,1.00,1013.00,1252.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.16,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:13.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.50,0.00,-0.49,5.46,1007.00,1007.00,4.96,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1492.00,2.00,1048577.00,33.86,29.96,0.00,32.00,0.00,0.00,0.00,0.00,26.36,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.96,29.96,0.00,56.06,644.96,1.00,1013.00,1252.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,21.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:17.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,-0.49,5.36,1007.00,1007.00,4.96,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1494.00,2.00,1048577.00,33.96,29.96,0.00,32.00,0.00,0.00,0.00,0.00,26.26,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.96,30.06,0.00,55.96,644.96,1.00,1013.00,1252.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:21.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.75,0.00,-0.49,5.46,1007.00,1007.00,4.96,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1498.00,2.00,1048577.00,34.06,30.06,0.00,32.00,0.00,0.00,0.00,0.00,26.16,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,34.26,29.96,0.00,55.96,644.96,1.00,1013.00,1252.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.16,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:25.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.50,0.00,-0.65,5.46,1007.00,1007.00,4.96,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1494.00,2.00,1048577.00,34.16,29.96,0.00,32.00,0.00,0.00,0.00,0.00,26.06,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,34.16,30.06,0.00,55.86,644.96,1.00,1013.00,1252.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.16,4.96,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,19.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:29.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.75,0.00,-0.49,5.36,1007.00,1007.00,4.96,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1494.00,2.00,1048577.00,33.96,29.96,0.00,32.00,0.00,0.00,0.00,0.00,25.96,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.96,29.96,0.00,55.76,644.96,1.00,1013.00,1253.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.16,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:33.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.25,0.00,-0.49,5.46,1007.00,1007.00,4.96,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1498.00,2.00,1048577.00,33.96,30.06,0.00,32.00,0.00,0.00,0.00,0.00,25.86,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,33.86,30.06,0.00,55.66,644.96,1.00,1013.00,1253.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.16,4.96,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:37.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.50,0.00,-0.65,5.46,1007.00,1007.00,4.96,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1497.00,2.00,1048577.00,33.96,29.96,0.00,32.00,0.00,0.00,0.00,0.00,25.86,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,33.86,29.96,0.00,55.56,644.96,1.00,1013.00,1254.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.16,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,21.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:41.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,-0.65,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1494.00,2.00,1048577.00,33.86,30.06,0.00,32.00,0.00,0.00,0.00,0.00,25.76,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.86,30.06,0.00,55.56,644.96,1.00,1013.00,1255.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:45.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.75,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1501.00,2.00,1048577.00,33.86,30.06,0.00,32.00,0.00,0.00,0.00,0.00,25.66,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.86,29.96,0.00,55.46,644.96,1.00,1013.00,1254.00,3.56,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,4.96,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:49.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.75,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1494.00,2.00,1048577.00,33.86,30.06,0.00,32.00,0.00,0.00,0.00,0.00,25.56,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.76,30.06,0.00,55.36,644.96,1.00,1013.00,1254.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,4.96,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:53.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.50,0.00,-0.65,5.36,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1501.00,2.00,1048577.00,33.86,29.96,0.00,32.00,0.00,0.00,0.00,0.00,25.46,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.86,30.06,0.00,55.26,644.96,1.00,1013.00,1258.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,4.96,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,21.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:44:57.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.75,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1500.00,2.00,1048577.00,33.76,29.96,0.00,32.00,0.00,0.00,0.00,0.00,25.46,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,33.86,30.06,0.00,55.16,644.96,1.00,1013.00,1255.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,21.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:01.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.25,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1496.00,2.00,1048577.00,33.76,29.96,0.00,32.00,0.00,0.00,0.00,0.00,25.36,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.86,29.96,0.00,55.16,644.96,1.00,1013.00,1257.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:05.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.75,0.00,-0.65,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1495.00,2.00,1048577.00,33.76,29.96,0.00,32.00,0.00,0.00,0.00,0.00,25.26,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.76,29.96,0.00,55.06,644.96,1.00,1013.00,1256.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:09.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1495.00,2.00,1048577.00,33.76,29.96,0.00,32.00,0.00,0.00,0.00,0.00,25.16,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.76,29.86,0.00,54.96,644.96,1.00,1013.00,1260.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.16,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:13.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.25,0.00,-0.65,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1494.00,2.00,1048577.00,33.86,30.06,0.00,32.00,0.00,0.00,0.00,0.00,25.16,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.76,29.96,0.00,54.86,644.96,1.00,1013.00,1263.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,21.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:17.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.25,0.00,-0.65,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1493.00,2.00,1048577.00,33.76,30.06,0.00,32.00,0.00,0.00,0.00,0.00,25.06,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.66,29.96,0.00,54.76,644.96,1.00,1013.00,1262.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,22.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:21.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.50,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1493.00,2.00,1048577.00,33.76,30.06,0.00,32.00,0.00,0.00,0.00,0.00,24.96,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.24,0.00,0.00,0.00,0.00,0.00,33.76,29.96,0.00,54.76,644.96,1.00,1013.00,1263.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,21.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:25.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.50,0.00,-0.81,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1494.00,2.00,1048577.00,33.76,29.96,0.00,32.00,0.00,0.00,0.00,0.00,24.86,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,33.66,30.06,0.00,54.66,644.96,1.00,1013.00,1263.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,4.96,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,22.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:29.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.25,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1498.00,2.00,1048577.00,33.76,29.96,0.00,32.00,0.00,0.00,0.00,0.00,24.76,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.76,30.06,0.00,54.56,644.96,1.00,1013.00,1264.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,24.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:33.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.75,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1492.00,2.00,1048577.00,33.66,29.96,0.00,32.00,0.00,0.00,0.00,0.00,24.76,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,33.66,29.96,0.00,54.46,644.96,1.00,1013.00,1265.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,4.96,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,20.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:37.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1490.00,2.00,1048577.00,33.66,30.06,0.00,32.00,0.00,0.00,0.00,0.00,24.66,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.66,29.96,0.00,54.46,644.96,1.00,1013.00,1264.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,17.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:41.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1498.00,2.00,1048577.00,33.66,29.96,0.00,32.00,0.00,0.00,0.00,0.00,24.56,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.66,29.96,0.00,54.36,644.96,1.00,1013.00,1264.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,18.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:45.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1492.00,2.00,1048577.00,33.56,29.96,0.00,32.00,0.00,0.00,0.00,0.00,24.46,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.24,0.00,0.00,0.00,0.00,0.00,33.46,29.96,0.00,54.26,644.96,1.00,1013.00,1264.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,4.96,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,23.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:49.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.25,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1490.00,2.00,1048577.00,33.66,29.96,0.00,32.00,0.00,0.00,0.00,0.00,24.36,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.56,30.06,0.00,54.16,644.96,1.00,1013.00,1265.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.26,4.96,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,26.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:53.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.25,0.00,-0.65,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1494.00,2.00,1048577.00,33.46,29.96,0.00,32.00,0.00,0.00,0.00,0.00,24.36,30.06,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.56,30.06,0.00,54.06,644.96,1.00,1013.00,1265.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.36,4.96,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,15.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025022,2017-02-23 14:45:57.0,0.0,0.0,864049025993355,5.26,845507.00,9663466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.25,0.00,-0.49,5.46,1007.00,1007.00,5.06,0.00,0.00,0.00,0.00,599.00,24608.00,398800.00,6400.00,1493.00,2.00,1048577.00,33.46,30.06,0.00,32.00,0.00,0.00,0.00,0.00,24.26,29.96,0.00,0.00,0.00,0.00,0.00,0.00,3.76,3.76,0.00,0.00,-0.23,0.00,0.00,0.00,0.00,0.00,33.46,30.06,0.00,54.06,644.96,1.00,1013.00,1265.00,3.66,0.00,0.00,0.00,0.00,45428.50,0.00,0.00,10.36,5.06,0.00,3076.00,3076.00,0.25,0.40,1.00,0.00,66196.00,1.00,2.00,255.00,19.00,34.39,2.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
