Device Info,Time,Longitude,Latitude,IMEI,EnvT_t,EngDa_tiEngOn,GlbDa_lTotDst,FlSys_dvolFlCons,FBR_qArr_[0],FBR_qArr_[1],FBR_qArr_[2],FBR_qArr_[3],FBR_qArr_[4],FBR_qArr_[5],DIUMPR_rValRatMin_[7],AFS_dm,AirCtl_mActVal_mp,EGRVlv_rAct,Air_tCACDs,Air_pIntkVUs,PCR_pActVal_mp,CEngDsT_t,APP_rFlt_mp,Epm_nEng,VehV_v,InjCtl_qSetUnBal,TCD_tqPahSet_f,CoETS_stCurrLimActive,Rail_pSetPoint,RailP_pFlt,MeUn_iActFlt,PRV_st,CoEOM_stOpModeAct,Exh_tOxiCatUs,Exh_tPFltUs,ETCtl_dmFuOpnLop,ETCtl_st,ETCtl_dmFuStFdbk,ETCtl_tObsvrCor,DPM_rSV,HCIMon_dqAct,ETCtl_tAdpnCatDs,ETCtl_tOutrDes,PFltPOp_stEngPOp,ASMod_dmSotEngNrm2_mp,ASMod_dmSotEngNrm_mp,PFltLd_dmSotSimRgnNO2_mp,PFltLd_dmSotSimRgnThr_mp,PFltLd_dmSotSim,PFltLd_mSotSim,PFltLd_mSot,ASMod_dmEGFld_[0],EGRClg_etaCalc_mp,CAClg_etaCalcB2_mp,Exh_pFltPPFltDiff,Exh_iPPDsIDEFild,ChrSet_facDynDetnBoostP_mp,ChrSet_facPrioLamO2Wght_mp,InjCrv_phiMI1Des,Exh_tAdapTOxiCatUs,Exh_tAdapTPFltUs,HCICtl_stInjOn,ETCtl_tBrickLstMdl_mp,PFlt_tOutrDes,CoHCI_st,HCIMon_pAbsHDVDsP,HCIMon_pAbsHDVUsP,DPM_tFltHDVUsT,HCDosVlv_rPs,HCIMon_stPurgOn,HCIMon_stRgnReq,HCIMon_stSysTst,HCIPOD_tiTotOpHrs,HCIPOD_stDFCEvln,UDC_dmRdcAgAct,SCR_tUCatUsT,SCR_tUCatDsT,ASMod_dmNOxEG,Com_rNOxNoCat2Ds,Com_rNOxNoMCatDs,SCRMod_rNO2NOx,SCRMod_etaEst,SCRFBC_facNOxCtl,SCRAd_stStMAdv,UDC_mRdcAgDosQnt,SCRAd_facQtyAdap,CoSCR_st,CoSCR_stSub,SCR_pUPmpP,SCR_rUTnkLvl,SCR_tUTnkT,UDosVlv_rPs,UPmpMot_rPs,URevVlv_stPs,DFES_numDFC_[3],DFES_numDFC_[4],DFES_numDFC_[5],DFES_numDFC_[6]
RBCD025015,2017-02-23 14:32:01.0,0.0,0.0,864049025991557,4.76,719471.00,9348402.00,13.87,0.00,0.00,0.00,0.00,0.00,0.00,8.00,622.00,2257.50,33.34,5.86,1238.00,1265.00,16.76,43.16,1529.50,0.00,42.10,456.10,0.00,1245200.00,1252800.00,1365.00,2.00,1048577.00,98.66,74.76,0.00,32.00,0.00,0.00,0.00,0.00,76.66,74.86,1.00,0.23,0.22,0.00,0.00,0.22,6.88,6.88,630.75,0.96,4.00,6.00,0.00,0.29,0.00,8.70,99.46,75.26,0.00,101.36,639.76,1.00,1012.00,1554.00,3.76,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,34.06,57.76,60.60,3076.00,3076.00,0.31,0.24,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:05.0,0.0,0.0,864049025991557,4.76,719475.00,9348402.00,13.96,0.00,0.00,0.00,0.00,0.00,0.00,8.00,625.75,2251.00,34.86,5.96,1241.00,1276.00,17.26,43.54,1544.50,0.00,41.86,450.00,0.00,1251600.00,1257600.00,1364.00,2.00,1048577.00,100.46,76.96,0.00,32.00,0.00,0.00,0.00,0.00,79.86,77.06,1.00,0.23,0.23,0.00,0.00,0.23,6.88,6.88,632.25,0.96,3.85,5.00,0.00,0.29,0.00,8.94,100.96,77.26,0.00,101.16,639.76,1.00,1012.00,1574.00,3.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,34.86,58.06,59.40,3076.00,3076.00,0.32,0.24,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:09.0,0.0,0.0,864049025991557,4.76,719479.00,9348402.00,13.87,0.00,0.00,0.00,0.00,0.00,0.00,8.00,626.75,2247.00,35.49,5.96,1241.00,1274.00,17.96,43.69,1549.00,0.00,41.52,445.20,0.00,1253600.00,1260200.00,1366.00,2.00,1048577.00,102.36,79.36,0.00,32.00,0.00,0.00,0.00,0.00,82.66,79.46,1.00,0.23,0.23,0.00,0.00,0.23,6.88,6.88,633.00,0.96,3.19,5.00,0.00,0.29,0.00,8.99,102.76,79.66,0.00,101.56,639.76,1.00,1012.00,1603.00,3.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,35.96,58.56,60.00,3076.00,3076.00,0.31,0.23,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:13.0,0.0,0.0,864049025991557,4.86,719483.00,9348402.00,13.83,0.00,0.00,0.00,0.00,0.00,0.00,8.00,625.50,2233.00,35.33,5.96,1245.00,1277.00,18.26,44.04,1558.50,0.00,41.64,445.20,0.00,1259600.00,1250400.00,1365.00,2.00,1048577.00,104.36,81.26,0.00,32.00,0.00,0.00,0.00,0.00,84.26,81.36,1.00,0.23,0.23,0.00,0.00,0.23,6.88,6.88,636.50,0.96,2.96,5.00,0.00,0.29,0.00,9.16,104.66,81.56,0.00,102.16,639.76,1.00,1012.00,1629.00,3.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,37.06,58.96,60.60,3076.00,3076.00,0.31,0.23,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:17.0,0.0,0.0,864049025991557,4.76,719487.00,9348402.00,14.22,0.00,0.00,0.00,0.00,0.00,0.00,8.00,634.25,2238.50,33.95,5.96,1253.00,1285.00,18.96,44.84,1577.00,0.00,41.68,439.60,0.00,1274200.00,1274800.00,1363.00,2.00,1048577.00,105.56,83.06,0.00,32.00,0.00,0.00,0.00,0.00,85.76,83.16,1.00,0.24,0.24,0.00,0.00,0.24,6.88,6.88,650.00,0.96,2.79,5.00,0.00,0.28,0.00,9.51,106.26,83.46,0.00,102.96,639.66,1.00,1012.00,1654.00,3.96,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,38.76,59.26,62.20,3076.00,3076.00,0.31,0.23,1.00,0.00,67740.00,1.00,2.00,255.00,32.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:21.0,0.0,0.0,864049025991557,4.86,719491.00,9348402.00,14.21,0.00,0.00,0.00,0.00,0.00,0.00,8.00,642.75,2252.00,36.72,6.16,1259.00,1295.00,19.46,45.20,1587.00,0.00,41.48,438.00,0.00,1280000.00,1272400.00,1363.00,2.00,1048577.00,106.96,84.66,0.00,32.00,0.00,0.00,0.00,0.00,87.26,84.96,1.00,0.25,0.25,0.00,0.00,0.25,6.88,6.88,657.00,0.96,2.64,6.00,0.00,0.29,0.00,10.02,107.26,85.26,0.00,103.86,639.56,1.00,1012.00,1681.00,3.96,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,40.66,59.46,64.10,3076.00,3076.00,0.29,0.22,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:25.0,0.0,0.0,864049025991557,4.86,719495.00,9348402.00,14.22,0.00,0.00,0.00,0.00,0.00,0.00,8.00,649.50,2251.00,40.10,6.16,1267.00,1301.00,20.06,45.80,1602.00,0.00,41.28,432.20,0.00,1287000.00,1289400.00,1362.00,2.00,1048577.00,108.76,87.16,0.00,32.00,0.00,0.00,0.00,0.00,89.26,87.26,5.00,0.25,0.25,0.00,0.00,0.25,6.88,6.88,666.75,0.96,2.48,5.00,0.00,0.28,0.00,10.04,108.96,87.56,0.00,105.16,639.46,1.00,1012.00,1719.00,3.96,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,43.26,59.76,64.20,3076.00,3076.00,0.29,0.22,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:29.0,0.0,0.0,864049025991557,4.76,719499.00,9348402.00,14.33,0.00,0.00,0.00,0.00,0.00,0.00,8.00,656.00,2257.50,41.64,6.26,1273.00,1311.00,20.66,46.48,1614.50,0.00,41.50,435.00,0.00,1295200.00,1299200.00,1361.00,2.00,1048577.00,109.66,88.96,0.00,32.00,0.00,0.00,0.00,0.00,90.76,89.16,5.00,0.26,0.26,0.00,0.00,0.26,6.88,6.88,667.00,0.96,2.37,6.00,0.00,0.27,0.00,10.13,110.26,89.46,0.00,106.26,639.56,1.00,1012.00,1751.00,4.06,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,45.46,59.86,63.50,3076.00,3076.00,0.29,0.22,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:33.0,0.0,0.0,864049025991557,4.86,719503.00,9348402.00,14.38,0.00,0.00,0.00,0.00,0.00,0.00,8.00,651.50,2240.50,41.17,6.26,1273.00,1307.00,21.16,46.47,1614.50,0.00,41.30,430.90,0.00,1295200.00,1291800.00,1363.00,2.00,1048577.00,111.16,90.56,0.00,32.00,0.00,0.00,0.00,0.00,92.16,90.76,5.00,0.26,0.26,0.00,0.00,0.26,6.88,6.88,656.75,0.95,2.29,6.00,0.00,0.27,0.00,10.11,111.36,91.36,0.00,107.46,639.56,1.00,1012.00,1785.00,4.06,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,47.56,59.96,64.40,3076.00,3076.00,0.29,0.22,1.00,0.00,67740.00,1.00,2.00,255.00,22.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:37.0,0.0,0.0,864049025991557,4.86,719507.00,9348402.00,14.25,0.00,0.00,0.00,0.00,0.00,0.00,8.00,650.75,2235.00,41.94,6.26,1275.00,1304.00,21.76,46.48,1618.00,0.00,40.84,428.40,0.00,1295200.00,1296800.00,1363.00,2.00,1048577.00,112.06,92.36,0.00,32.00,0.00,0.00,0.00,0.00,93.36,92.46,5.00,0.26,0.26,0.00,0.00,0.26,6.88,6.88,660.50,0.96,2.23,6.00,0.00,0.27,0.00,10.11,112.66,93.16,0.00,108.56,639.56,1.00,1012.00,1818.00,4.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,49.76,59.96,63.60,3076.00,3076.00,0.28,0.22,1.00,0.00,67740.00,1.00,2.00,255.00,39.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:41.0,0.0,0.0,864049025991557,4.86,719511.00,9348402.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,8.00,650.00,2231.00,41.94,6.26,1273.00,1307.00,22.26,46.48,1617.00,0.00,40.90,430.90,0.00,1295000.00,1291800.00,1362.00,2.00,1048577.00,113.36,94.16,0.00,32.00,0.00,0.00,0.00,0.00,94.56,94.16,5.00,0.26,0.26,0.00,0.00,0.26,6.88,6.89,664.75,0.96,2.19,6.00,0.00,0.27,0.00,10.13,113.46,94.56,0.00,109.66,639.56,1.00,1012.00,1857.00,4.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,51.96,59.96,63.00,3076.00,3076.00,0.29,0.22,1.00,0.00,67740.00,1.00,2.00,255.00,43.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:45.0,0.0,0.0,864049025991557,4.86,719515.00,9348402.00,14.23,0.00,0.00,0.00,0.00,0.00,0.00,8.00,651.75,2237.00,42.25,6.26,1273.00,1307.00,22.96,46.47,1616.00,0.00,41.12,430.50,0.00,1295000.00,1299200.00,1363.00,2.00,1048577.00,114.66,96.16,0.00,32.00,0.00,0.00,0.00,0.00,96.06,96.26,5.00,0.26,0.26,0.00,0.00,0.26,6.89,6.89,657.75,0.96,2.15,6.00,0.00,0.27,0.00,10.15,114.96,96.66,0.00,111.06,639.56,1.00,1012.00,1905.00,4.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,54.76,60.06,62.80,3076.00,3076.00,0.29,0.21,1.00,0.00,67740.00,1.00,2.00,255.00,46.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:49.0,0.0,0.0,864049025991557,4.86,719519.00,9348402.00,9.72,0.00,0.00,0.00,0.00,0.00,0.00,8.00,563.25,2135.50,66.86,6.16,1216.00,1240.00,23.46,34.68,1432.00,0.00,29.28,331.80,0.00,1112000.00,1113600.00,1392.00,2.00,1048577.00,115.66,97.96,0.00,32.00,0.00,0.00,0.00,0.00,94.66,97.96,5.00,0.18,0.18,0.00,0.00,0.18,6.89,6.89,500.50,0.95,2.14,4.00,0.00,0.09,0.00,3.52,115.56,98.16,0.00,112.96,647.46,1.00,1012.00,1945.00,4.26,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,57.16,59.96,30.20,3076.00,3076.00,0.38,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,34.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:53.0,0.0,0.0,864049025991557,4.86,719523.00,9348402.00,10.07,0.00,0.00,0.00,0.00,0.00,0.00,8.00,511.00,2055.50,51.48,6.36,1182.00,1204.00,23.96,33.44,1388.00,0.00,33.84,387.90,0.00,1127000.00,1123200.00,1374.00,2.00,1048577.00,115.76,99.46,0.00,32.00,0.00,0.00,0.00,0.00,86.56,99.66,5.00,0.19,0.18,0.00,0.00,0.18,6.89,6.89,536.25,0.96,2.23,4.00,0.00,0.00,0.00,2.20,116.16,99.86,0.00,116.76,649.96,1.00,1012.00,1989.00,4.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,59.36,59.96,13.60,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,21.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:32:57.0,0.0,0.0,864049025991557,4.86,719527.00,9348402.00,2.19,0.00,0.00,0.00,0.00,0.00,0.00,8.00,219.25,2138.50,97.63,6.26,1038.00,1042.00,24.46,0.00,560.00,0.00,19.80,223.20,0.00,435200.00,419400.00,1495.00,2.00,1048577.00,115.96,100.16,0.00,32.00,0.00,0.00,0.00,0.00,88.06,100.16,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,196.25,0.90,2.47,1.00,0.00,0.00,0.00,2.79,114.86,100.16,0.00,117.16,644.86,1.00,1013.00,2033.00,4.36,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,61.46,59.96,5.30,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,81.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:01.0,0.0,0.0,864049025991557,4.86,719531.00,9348402.00,2.45,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.75,1479.00,98.10,6.36,971.00,990.00,24.76,0.00,549.50,0.00,20.96,233.50,0.00,431200.00,434200.00,1449.00,2.00,1048577.00,111.76,100.66,0.00,32.00,0.00,0.00,0.00,0.00,92.36,100.66,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,147.50,0.94,3.26,0.00,0.00,0.00,0.00,2.83,111.06,100.66,0.00,117.36,644.96,1.00,1013.00,2074.00,4.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,63.16,59.86,4.30,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:05.0,0.0,0.0,864049025991557,4.86,719535.00,9348402.00,2.47,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.00,1474.50,98.40,6.46,973.00,990.00,24.96,0.00,550.50,0.00,20.78,231.80,0.00,431200.00,436600.00,1450.00,2.00,1048577.00,109.26,100.66,0.00,32.00,0.00,0.00,0.00,0.00,93.86,100.66,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,149.50,0.95,4.00,1.00,0.00,0.00,0.00,2.81,108.86,100.66,0.00,117.56,644.96,1.00,1013.00,2112.00,4.46,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,63.76,59.66,4.30,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,38.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:09.0,0.0,0.0,864049025991557,4.86,719539.00,9348402.00,2.51,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.00,1475.50,98.40,6.46,971.00,989.00,25.16,0.00,551.00,0.00,21.02,236.80,0.00,431800.00,431600.00,1449.00,2.00,1048577.00,107.16,100.76,0.00,32.00,0.00,0.00,0.00,0.00,94.96,100.66,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,149.25,0.96,4.00,0.00,0.00,0.00,0.00,2.83,106.96,100.76,0.00,117.76,644.86,1.00,1013.00,2149.00,4.56,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,63.96,59.36,4.40,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,43.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:13.0,0.0,0.0,864049025991557,4.86,719543.00,9348402.00,2.52,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.00,1477.00,98.40,6.46,970.00,988.00,25.36,0.00,550.00,0.00,21.20,238.90,0.00,432000.00,436600.00,1450.00,2.00,1048577.00,105.26,100.96,0.00,32.00,0.00,0.00,0.00,0.00,95.86,100.96,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,148.00,0.96,-4.00,0.00,0.00,0.00,0.00,2.83,104.86,101.06,0.00,117.96,644.96,1.00,1013.00,2177.00,4.56,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.06,59.16,4.40,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,29.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:17.0,0.0,0.0,864049025991557,4.86,719546.00,9348402.00,2.51,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.50,1479.50,98.56,6.46,971.00,990.00,25.56,0.00,550.50,0.00,21.28,236.80,0.00,432000.00,426800.00,1450.00,2.00,1048577.00,103.86,100.96,0.00,32.00,0.00,0.00,0.00,0.00,96.46,100.96,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,149.25,0.97,-4.00,0.00,0.00,0.00,0.00,2.81,103.16,101.06,0.00,118.06,644.96,1.00,1013.00,2215.00,4.66,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.16,58.96,4.50,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,29.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:21.0,0.0,0.0,864049025991557,4.86,719551.00,9348402.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.00,1471.50,98.56,6.46,972.00,988.00,25.76,0.00,550.00,0.00,21.36,239.40,0.00,432000.00,429200.00,1451.00,2.00,1048577.00,102.06,101.16,0.00,32.00,0.00,0.00,0.00,0.00,97.16,101.06,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,147.25,0.97,-4.00,0.00,0.00,0.00,0.00,2.83,101.46,101.26,0.00,118.26,644.96,1.00,1013.00,2253.00,4.76,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.16,58.76,4.40,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,44.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:25.0,0.0,0.0,864049025991557,4.96,719555.00,9348402.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,8.00,145.25,1464.00,98.40,6.46,972.00,988.00,25.86,0.00,549.50,0.00,21.42,237.30,0.00,432000.00,434200.00,1451.00,2.00,1048577.00,100.36,101.46,0.00,32.00,0.00,0.00,0.00,0.00,97.46,101.56,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,146.25,0.97,-3.09,1.00,0.00,0.00,0.00,2.81,100.16,101.56,0.00,118.46,644.96,1.00,1013.00,2280.00,4.76,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.16,58.56,4.40,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,21.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:29.0,0.0,0.0,864049025991557,4.86,719559.00,9348402.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.00,1471.50,98.56,6.46,970.00,988.00,26.06,0.00,552.00,0.00,21.20,237.40,0.00,433000.00,431600.00,1450.00,2.00,1048577.00,99.56,101.86,0.00,32.00,0.00,0.00,0.00,0.00,97.76,101.86,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,148.75,0.97,-2.58,0.00,0.00,0.00,0.00,2.86,99.06,102.06,0.00,118.56,644.86,1.00,1013.00,2316.00,4.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.16,58.36,4.50,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:33.0,0.0,0.0,864049025991557,4.86,719563.00,9348402.00,2.53,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.50,1479.50,98.56,6.36,971.00,988.00,26.16,0.00,550.50,0.00,21.62,242.30,0.00,432400.00,431600.00,1450.00,2.00,1048577.00,98.26,102.06,0.00,32.00,0.00,0.00,0.00,0.00,98.06,102.16,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,148.75,0.97,-2.24,1.00,0.00,0.00,0.00,2.83,98.16,102.16,0.00,118.66,644.86,1.00,1013.00,2343.00,4.86,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.16,58.26,4.50,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:37.0,0.0,0.0,864049025991557,4.86,719567.00,9348402.00,2.61,0.00,0.00,0.00,0.00,0.00,0.00,8.00,146.50,1480.50,98.56,6.36,970.00,989.00,26.26,0.00,550.50,0.00,21.58,240.10,0.00,433800.00,439000.00,1450.00,2.00,1048577.00,97.46,102.26,0.00,32.00,0.00,0.00,0.00,0.00,98.26,102.26,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,149.25,0.98,-1.89,1.00,0.00,0.00,0.00,2.81,97.06,102.26,0.00,118.66,644.96,1.00,1013.00,2381.00,4.96,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.16,58.16,4.50,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,35.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:41.0,0.0,0.0,864049025991557,4.86,719571.00,9348402.00,2.55,0.00,0.00,0.00,0.00,0.00,0.00,8.00,145.75,1470.50,98.56,6.36,970.00,987.00,26.46,0.00,549.50,0.00,21.76,241.40,0.00,432400.00,436600.00,1451.00,2.00,1048577.00,96.26,102.26,0.00,32.00,0.00,0.00,0.00,0.00,98.46,102.26,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,148.25,0.98,-1.77,1.00,0.00,0.00,0.00,2.83,96.16,102.36,0.00,118.66,644.96,1.00,1013.00,2407.00,4.96,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.16,58.16,4.50,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:45.0,0.0,0.0,864049025991557,4.86,719575.00,9348402.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,8.00,145.50,1469.50,98.56,6.46,971.00,988.00,26.66,0.00,550.00,0.00,21.86,240.80,0.00,432600.00,439000.00,1451.00,2.00,1048577.00,96.06,102.36,0.00,32.00,0.00,0.00,0.00,0.00,98.46,102.36,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,146.75,0.98,-1.60,0.00,0.00,0.00,0.00,2.86,96.06,102.26,0.00,118.56,644.96,1.00,1013.00,2438.00,5.06,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.26,58.06,4.50,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,36.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:49.0,0.0,0.0,864049025991557,4.86,719579.00,9348402.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,8.00,145.50,1468.00,98.56,6.36,972.00,988.00,26.76,0.00,550.50,0.00,21.56,240.40,0.00,432400.00,434200.00,1450.00,2.00,1048577.00,95.06,102.36,0.00,32.00,0.00,0.00,0.00,0.00,98.46,102.36,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,147.50,0.98,-1.52,1.00,0.00,0.00,0.00,2.81,94.66,102.36,0.00,118.46,644.86,1.00,1013.00,2471.00,5.06,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.26,58.06,4.50,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
RBCD025015,2017-02-23 14:33:53.0,0.0,0.0,864049025991557,4.86,719583.00,9348402.00,2.59,0.00,0.00,0.00,0.00,0.00,0.00,8.00,145.50,1470.50,98.40,6.36,970.00,988.00,26.76,0.00,549.00,0.00,21.78,242.00,0.00,433000.00,436600.00,1451.00,2.00,1048577.00,94.06,102.36,0.00,32.00,0.00,0.00,0.00,0.00,98.36,102.36,5.00,0.09,0.09,0.00,0.00,0.09,6.89,6.89,147.25,0.98,-1.43,1.00,0.00,0.00,0.00,2.86,93.96,102.36,0.00,118.16,644.96,1.00,1013.00,2506.00,5.16,0.00,0.00,0.00,0.00,62652.80,0.00,0.00,64.26,57.76,4.50,3076.00,3076.00,0.25,0.29,1.00,0.00,67740.00,1.00,2.00,255.00,37.00,50.39,1.86,0.00,0.00,0.00,897.00,404.00,899.00,579.00
